Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1160.0,4798.83,120.42,0.0,4919.25,395.86
NA Beverage,374.0,904.79,0.39,0.0,905.18,74.72
Liquor,6.0,49.94,0.0,0.0,49.94,4.12
Draft Beer,6.0,26.14,0.0,0.0,26.14,2.16
Total,1546.0,5779.70,120.81,0.0,5900.51,476.86
