Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2200.91,133,16.55,133,17.91,133,16.55,11.41
Table Service,3578.79,270,13.25,103,37.61,93,38.48,37.18
Total,5779.70,403,14.34,236,26.51,226,25.57,22.02
