Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,95,3578.79,119.04,3697.83,295.3
Drive Thru,110,1836.28,1.77,1838.05,151.51
Take Out,21,364.63,0.0,364.63,30.05
Total,226,5779.70,120.81,5900.51,476.86
