Hour of day,Net sales,Total orders,Total guests
12,1263.39,39,86
14,177.43,9,12
11,1397.44,47,88
9,932.06,45,68
8,339.12,19,29
13,794.78,21,58
7,42.54,2,2
10,832.94,44,60
