Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1735.0,6638.32,140.76,0.0,6779.08,547.35
NA Beverage,527.0,1223.99,0.0,0.0,1223.99,100.4
Liquor,36.0,255.71,0.0,0.0,255.71,21.1
Bottled Beer,8.0,31.92,0.0,0.0,31.92,2.64
Draft Beer,6.0,66.94,0.0,0.0,66.94,5.53
Total,2312.0,8216.88,140.76,0.0,8357.64,677.02
