Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3730.22,254,14.69,253,15.96,254,14.69,9.46
Table Service,4486.66,320,14.02,159,30.54,142,31.60,42.00
Total,8216.88,574,14.32,412,21.59,396,20.75,21.13
