Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2058.1,136,15.13,130,17.14,136,15.13,15.91
Table Service,3308.45,245,13.50,98,36.54,93,35.57,45.10
Total,5366.55,381,14.09,228,25.48,229,23.43,27.76
