Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1693.0,5723.83,40.59,0.0,5764.42,471.56
Total,1693.0,5723.83,40.59,0.0,5764.42,471.56
