Hour of day,Net sales,Total orders,Total guests
13,501.17,23,31
12,892.44,32,69
9,604.88,38,49
6,54.6,4,4
11,1544.88,42,97
7,177.65,15,17
8,753.3,32,63
10,1194.91,55,88
