Hour of day,Net sales,Total orders,Total guests
18,856.7,16,49
20,103.5,6,7
13,485.05,26,35
8,554.71,38,71
11,623.91,37,49
14,142.74,9,9
6,107.28,10,10
19,269.67,11,16
17,369.97,16,23
12,522.26,30,42
7,284.23,31,33
16,305.46,9,18
15,155.23,8,8
9,607.05,41,53
10,669.92,39,56
