Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,115,3486.56,12.08,3498.64,287.14
Drive Thru,180,2095.76,2.79,2098.55,172.73
Take Out,32,475.36,0.0,475.36,39.16
Total,327,6057.68,14.87,6072.55,499.03
