Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,94,1533.02,0.0,1.39,116.7,0.0,0.0,0.00,1534.41,0.1
Credit/debit,,268,5023.69,362.31,128.87,382.33,0.0,0.0,362.31,5514.87,10.6
Credit/debit,AMEX,9,153.19,10.79,13.91,11.69,0.0,0.0,10.79,177.89,17.5
Credit/debit,DISCOVER,3,41.83,5.0,1.31,3.18,0.0,0.0,5.00,48.14,16.3
Credit/debit,MASTERCARD,96,1882.6,105.73,6.93,143.23,0.0,0.0,105.73,1995.26,6.5
Credit/debit,VISA,160,2946.07,240.79,106.72,224.23,0.0,0.0,240.79,3293.58,12.8
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,362,6556.71,362.31,130.26,499.03,0.0,0.0,362.31,7049.28,8.1
