Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,33,447.8,25.0,0.0,34.17,0.0,0.0,25.00,472.80,6.0
Credit/debit,,171,3910.31,452.96,13.54,298.03,0.0,0.0,452.96,4376.81,12.8
Credit/debit,AMEX,4,188.4,30.86,0.0,14.34,0.0,0.0,30.86,219.26,17.7
Credit/debit,DISCOVER,1,32.44,0.0,0.0,2.47,0.0,0.0,0.00,32.44,0.0
Credit/debit,MASTERCARD,64,1382.46,142.75,0.0,105.37,0.0,0.0,142.75,1525.21,11.2
Credit/debit,VISA,102,2307.01,279.35,13.54,175.85,0.0,0.0,279.35,2599.90,13.6
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,204,4358.11,477.96,13.54,332.20,0.0,0.0,477.96,4849.61,12.2
