Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1868.6,128,14.60,127,15.93,128,14.60,13.71
Table Service,2157.31,161,13.40,76,30.73,63,34.24,43.87
Total,4025.91,289,13.93,203,21.47,191,21.08,23.66
