Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,68,2182.35,96.45,2278.8,180.07
Drive Thru,99,1469.59,12.83,1482.42,121.28
Take Out,24,373.97,0.0,373.97,30.85
Total,191,4025.91,109.28,4135.19,332.20
