Hour of day,Net sales,Total orders,Total guests
7,330.46,42,43
11,284.35,22,24
18,143.57,8,9
14,96.64,9,10
8,221.5,32,33
19,29.09,4,4
16,161.78,9,12
9,374.14,28,37
10,463.74,35,39
17,107.43,9,9
12,305.15,22,27
15,93.81,7,7
13,98.9,10,10
6,165.77,20,20
