Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2946.89,211,13.97,214,14.91,211,13.97,6.91
Table Service,986.03,75,13.15,42,25.41,39,25.28,34.29
Total,3932.92,286,13.75,256,16.63,250,15.73,11.18
