Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,702.0,2367.68,5.78,0.0,2373.46,195.16
Drive Thru,498.0,1565.24,0.0,0.0,1565.24,128.92
Total,1200.0,3932.92,5.78,0.0,3938.70,324.08
