Hour of day,Net sales,Total orders,Total guests
11,1212.03,55,87
20,456.7,16,27
12,1114.15,53,82
14,607.17,16,29
6,125.69,7,8
8,682.44,47,63
9,1236.09,52,86
13,545.03,23,39
15,224.92,10,15
18,648.87,14,36
7,359.96,22,24
17,172.88,6,10
16,280.08,15,18
19,237.97,10,15
10,1669.52,71,124
