Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,2818.0,9573.5,89.14,0.0,9662.64,789.06
Total,2818.0,9573.5,89.14,0.0,9662.64,789.06
