Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,2114.0,7808.31,85.18,0.0,7893.49,643.85
NA Beverage,672.0,1536.96,3.96,0.0,1540.92,126.39
Liquor,23.0,157.32,0.0,0.0,157.32,12.96
Bottled Beer,4.0,15.96,0.0,0.0,15.96,1.32
Draft Beer,5.0,54.95,0.0,0.0,54.95,4.54
Total,2818.0,9573.50,89.14,0.0,9662.64,789.06
