Hour of day,Net sales,Total orders,Total guests
20,201.29,7,11
17,246.53,15,21
6,167.13,14,15
16,339.12,16,23
15,84.74,5,7
13,203.65,14,16
12,607.47,33,47
8,448.82,29,43
19,189.85,10,14
14,275.55,13,21
7,280.05,29,29
18,324.95,15,23
10,710.74,35,56
11,816.7,41,64
9,564.0,36,50
