Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,124,1751.36,2.4,0.0,1753.76,144.38
Lunch,83,1354.41,0.0,0.0,1354.41,111.53
Dinner,50,868.32,0.0,0.0,868.32,71.47
No Service,70,744.21,5.95,0.0,750.16,61.31
Total,327,4718.30,8.35,0.0,4726.65,388.69
