Total cash payments,Cash adjustments,Cash refunds,Cash before tipouts,Cash gratuity,Credit/non-cash gratuity,Credit/non-cash tips,Tipouts tips withheld,Total cash
1378.60,-16.24,0.0,1362.36,0.00,-38.75,-318.23,0.0,1005.38
