Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,852.0,3173.38,16.33,0.0,3189.71,261.63
Drive Thru,582.0,1883.65,5.59,0.0,1889.24,155.03
Total,1434.0,5057.03,21.92,0.0,5078.95,416.66
