Hour of day,Net sales,Total orders,Total guests
16,212.69,9,15
18,68.72,4,4
8,408.36,34,36
13,352.62,20,26
12,594.21,32,38
7,84.96,9,9
14,396.35,19,25
15,206.41,12,15
11,836.22,41,61
6,119.73,11,13
9,810.04,48,69
5,11.28,1,1
10,719.22,44,51
17,16.79,1,1
19,219.43,8,12
