Hour of day,Net sales,Total orders,Total guests
18,69.14,4,4
6,121.99,19,19
9,307.08,29,36
12,398.8,22,28
19,25.81,2,3
13,285.72,19,22
15,154.9,11,15
11,251.38,18,25
7,256.46,31,32
14,89.68,5,6
17,228.01,9,14
10,367.3,29,34
8,199.42,25,26
16,163.22,9,13
