Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,55,1063.11,1.44,1064.55,87.46
Drive Thru,150,1399.87,0.0,1399.87,115.19
Take Out,26,452.18,0.0,452.18,37.25
Online Ordering - Takeout,1,3.75,0.0,3.75,0.31
Total,232,2918.91,1.44,2920.35,240.21
