Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,703.0,2285.54,1.44,0.0,2286.98,188.13
Drive Thru,228.0,633.37,0.0,0.0,633.37,52.08
Total,931.0,2918.91,1.44,0.0,2920.35,240.21
