Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1954.56,187,10.45,189,11.19,187,10.45,4.83
Table Service,1025.03,81,12.65,46,24.12,41,25.00,44.24
Total,2979.59,268,11.12,235,13.72,228,13.07,11.91
