Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,635.0,2189.43,12.45,0.0,2201.88,180.39
Drive Thru,272.0,790.16,0.0,0.0,790.16,65.06
Total,907.0,2979.59,12.45,0.0,2992.04,245.45
