Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2369.09,165,14.36,166,15.45,164,14.45,5.80
Table Service,1338.9,109,12.28,55,26.35,53,25.26,30.70
Total,3707.99,274,13.53,221,18.16,217,17.09,11.89
