Hour of day,Net sales,Total orders,Total guests
6,221.09,16,16
7,182.19,25,25
19,238.11,7,17
13,513.77,27,40
18,270.12,13,22
14,219.35,10,14
8,514.13,38,49
12,593.0,27,44
9,440.5,27,42
11,584.85,34,50
15,171.93,7,11
16,260.93,14,19
10,636.64,41,60
20,111.8,7,8
17,176.64,7,11
