Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2261.28,192,11.78,191,12.82,192,11.78,14.34
Table Service,2873.77,236,12.18,123,25.29,108,26.61,54.23
Total,5135.05,428,12.00,314,17.70,300,17.12,28.70
