Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3412.15,203,16.81,204,18.11,203,16.81,29.47
Table Service,4801.14,309,15.54,130,39.98,127,37.80,40.26
Total,8213.29,512,16.04,334,26.62,330,24.89,33.62
