Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2150.06,194,11.08,201,11.58,194,11.08,9.53
Table Service,635.55,52,12.22,34,20.23,33,19.26,37.90
Total,2785.61,246,11.32,235,12.83,227,12.27,13.66
