Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,692.0,2407.37,10.04,0.0,2417.41,198.29
Drive Thru,301.0,909.89,0.8,0.0,910.69,74.89
Total,993.0,3317.26,10.84,0.0,3328.10,273.18
