Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,50,1084.68,10.04,1094.72,89.36
Drive Thru,157,1627.97,0.8,1628.77,133.97
Take Out,43,604.61,0.0,604.61,49.85
Total,250,3317.26,10.84,3328.10,273.18
