Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,470.0,2440.54,16.99,0,2457.53,201.24
Drive Thru,342.0,1162.09,7.19,0,1169.28,95.89
No Revenue Center,34.0,85.04,18.95,0,103.99,7.03
Total,846.0,3687.67,43.13,0,3730.80,304.16
