Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,62,2000.25,27.98,2028.23,164.9
Drive Thru,101,1415.93,14.25,1430.18,116.86
Take Out,15,271.49,0.9,272.39,22.4
Total,178,3687.67,43.13,3730.80,304.16
