Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1699.19,118,14.40,119,15.46,118,14.40,9.98
Table Service,1988.48,127,15.66,71,30.32,60,33.14,40.49
Total,3687.67,245,15.05,190,21.01,178,20.72,20.26
