Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,50,967.12,4.2,971.32,79.7
Drive Thru,172,1953.89,0.0,1953.89,160.89
Take Out,46,552.51,1.5,554.01,45.51
Total,268,3473.52,5.7,3479.22,286.10
