Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2573.34,225,11.44,230,12.11,225,11.44,6.94
Table Service,900.18,80,11.25,44,22.15,43,20.93,44.04
Total,3473.52,305,11.39,274,13.72,268,12.96,12.89
