Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,706.0,2232.08,5.7,0.0,2237.78,183.83
Drive Thru,390.0,1241.44,0.0,0.0,1241.44,102.27
Total,1096.0,3473.52,5.7,0.0,3479.22,286.10
