Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,105,1336.8,1.5,0.0,1338.3,110.2
Lunch,72,1046.47,4.2,0.0,1050.67,86.11
Dinner,38,641.62,0.0,0.0,641.62,52.84
No Service,53,448.63,0.0,0.0,448.63,36.95
Total,268,3473.52,5.7,0.0,3479.22,286.10
