Hour of day,Net sales,Total orders,Total guests
18,185.32,10,10
6,194.97,22,23
12,273.16,21,24
16,164.47,13,14
14,207.29,12,13
19,35.08,2,2
13,245.33,13,15
10,401.63,22,34
5,13.17,1,1
7,240.49,30,31
17,256.75,13,18
15,100.31,7,8
9,517.72,38,43
11,220.38,19,23
8,417.45,45,46
