Hour of day,Net sales,Total orders,Total guests
16,171.08,8,9
10,399.02,26,31
17,372.36,9,23
13,387.19,12,15
8,221.33,19,19
7,144.17,13,14
20,11.37,1,1
9,324.3,29,35
14,124.55,6,7
15,67.79,5,5
12,273.14,11,20
19,156.65,6,12
18,239.22,7,12
6,35.95,7,7
11,417.43,19,30
