Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1555.6,123,12.65,123,13.69,123,12.65,10.04
Table Service,1789.95,117,15.30,63,30.75,55,32.54,38.08
Total,3345.55,240,13.94,186,19.47,178,18.80,18.70
