Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3429.29,206,16.65,214,17.35,206,16.65,13.82
Table Service,3946.66,283,13.95,120,35.60,107,36.88,40.34
Total,7375.95,489,15.08,334,23.91,313,23.57,22.89
