Hour of day,Net sales,Total orders,Total guests
17,286.88,6,10
15,72.95,6,10
18,213.48,9,11
9,844.56,44,73
8,591.33,38,52
11,1083.38,44,70
19,268.82,9,12
7,307.0,19,22
10,1361.24,57,90
12,957.38,39,63
14,280.44,10,14
20,82.77,4,4
6,61.44,3,3
16,348.31,10,16
13,615.97,15,39
