Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,82,1573.8,0.0,0.0,119.93,0.0,0.0,0.00,1573.80,0.0
Credit/debit,,247,6674.84,518.73,145.62,508.31,0.0,0.0,518.73,7339.19,10.8
Credit/debit,AMEX,2,35.01,0.0,0.0,2.67,0.0,0.0,0.00,35.01,0.0
Credit/debit,DISCOVER,2,38.53,2.0,0.0,2.93,0.0,0.0,2.00,40.53,5.6
Credit/debit,MASTERCARD,88,2392.03,233.46,23.39,182.24,0.0,0.0,233.46,2648.88,11.6
Credit/debit,VISA,155,4209.27,283.27,122.23,320.47,0.0,0.0,283.27,4614.77,10.4
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,329,8248.64,518.73,145.62,628.24,0.0,0.0,518.73,8912.99,8.7
