Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1616.0,6234.89,91.3,0.0,6326.19,514.28
NA Beverage,557.0,1282.15,0.0,0.0,1282.15,105.42
Liquor,10.0,75.43,0.0,0.0,75.43,6.23
Bottled Beer,7.0,27.93,0.0,0.0,27.93,2.31
Total,2190.0,7620.40,91.3,0.0,7711.70,628.24
