Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3008.11,185,16.26,185,17.60,185,16.26,14.46
Table Service,4612.29,619,7.45,144,34.67,126,36.61,43.46
Total,7620.40,804,9.48,329,25.07,311,24.50,26.21
