Hour of day,Net sales,Total orders,Total guests
14,379.8,20,29
10,1722.65,64,126
8,482.57,33,39
9,840.03,46,68
11,1635.71,57,363
7,34.68,2,2
13,988.82,35,72
12,1536.14,54,105
