Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,590.0,2044.83,5.6,0.0,2050.43,168.53
Drive Thru,623.0,1966.79,0.0,0.0,1966.79,161.95
Total,1213.0,4011.62,5.6,0.0,4017.22,330.48
