Hour of day,Net sales,Total orders,Total guests
5,1.99,1,1
14,317.8,21,25
13,251.27,21,22
10,486.18,36,41
9,602.61,41,51
11,433.5,31,32
17,79.16,7,7
16,160.98,7,10
7,200.34,26,26
18,184.16,13,14
15,104.06,6,6
12,328.94,22,26
19,61.53,3,3
6,306.19,28,30
8,492.91,43,46
