Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3054.84,258,11.84,260,12.72,258,11.84,4.44
Table Service,956.78,82,11.67,50,20.71,48,19.93,34.74
Total,4011.62,340,11.80,310,14.01,306,13.11,9.20
