Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1156.0,4618.1,79.28,0.0,4697.38,380.73
NA Beverage,418.0,928.87,0.0,0.0,928.87,76.26
Liquor,25.0,130.26,0.0,0.0,130.26,10.77
Bottled Beer,1.0,3.99,0.0,0.0,3.99,0.33
Total,1600.0,5681.22,79.28,0.0,5760.50,468.09
