Hour of day,Net sales,Total orders,Total guests
18,419.74,17,30
6,149.14,14,14
12,409.26,22,32
16,228.85,13,17
14,246.2,13,17
19,622.32,15,42
13,210.85,11,18
20,83.36,4,5
10,586.49,37,55
7,442.97,33,37
17,211.93,10,13
15,271.72,16,20
9,553.49,38,52
11,728.86,42,56
8,516.04,39,48
