Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,701.0,2474.16,7.49,0.0,2481.65,203.73
Drive Thru,319.0,987.04,0.0,0.0,987.04,81.23
Total,1020.0,3461.20,7.49,0.0,3468.69,284.96
