Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,59,1165.37,7.49,1172.86,95.99
Drive Thru,169,1782.22,0.0,1782.22,146.64
Take Out,42,513.61,0.0,513.61,42.33
Total,270,3461.20,7.49,3468.69,284.96
