Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2320.61,216,10.74,215,11.68,215,10.79,5.21
Table Service,1140.59,86,13.26,58,21.29,55,20.74,36.89
Total,3461.20,302,11.46,273,13.72,270,12.82,11.67
