Hour of day,Net sales,Total orders,Total guests
14,477.85,18,31
21,187.18,8,8
11,1480.28,65,113
6,152.2,11,12
17,553.55,13,29
13,958.39,26,69
10,1592.08,73,115
12,1282.79,47,85
20,313.54,9,17
18,299.4,10,20
8,863.88,45,63
15,482.99,17,29
7,360.46,21,27
16,376.06,16,24
9,1123.47,59,87
19,133.17,5,9
