Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,96,3728.49,95.67,3824.16,307.42
Drive Thru,135,1845.31,22.95,1868.26,152.21
Take Out,27,497.39,5.58,502.97,41.05
Total,258,6071.19,124.20,6195.39,500.68
